FName,LName,Gender,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,Rate,SingleExemp,MarriedExemp,ChildExemp
Tarek,Castella,M,540,1000622,VILLAGE,VA,22570,S,Y,10500,4.0089283,900,0,900
Veronica,Juric,F,860,1007432,HARTFORD,CT,6151,M,N,25500,5.0,0,24500,0
Waeil,Oates,F,828,1001273,STEM,NC,27581,S,Y,55000,6.8863635,3300,0,3300
Branson,Broscius,F,414,1003483,MOUNT HOPE,WI,53816,M,N,68000,5.6279135,0,1400,0
Kalidou,Schaft,M,808,1013460,HONOLULU,HI,96850,S,Y,27500,5.996711,1040,0,1040
Tetsurou,Zagrouba,F,920,1000443,SAINT NAZIANZ,WI,54232,M,N,12500,4.663593,0,1400,0
Mateja,Grisedale,M,561,1000614,WAUCHULA,FL,33873,S,Y,37000,0.0,0,0,0
Martii,Sabbagh,M,515,1001718,CEDAR RAPIDS,IA,52401,S,Y,24000,3.8691645,40,0,40
Hirotsugo,Pleser,F,501,1002652,BEN LOMOND,AR,71823,S,Y,96000,7.0,20,0,20
Meyer,Hendler,F,702,1000860,LAS VEGAS,NV,89154,S,Y,69500,0.0,0,0,0
Nicklas,Pierer,M,501,1000015,BATESVILLE,AR,72501,S,Y,62000,7.0,20,0,20
Shohei,Siemmens,M,406,1002867,LOTHAIR,MT,59461,M,N,64000,6.9,0,3800,0
Holly,Grisedale,F,518,1000158,SOUTHAMPTON,NY,11969,M,N,37000,4.167988,0,0,0
Kamal,Kurfess,F,931,1004166,BENTON,TN,37307,M,N,58000,0.0,0,0,0
Stven,Gide,F,641,1000964,MARTELLE,IA,52305,M,Y,31000,4.94981,0,80,40
Krishnamurthy,Dykema,F,319,1001741,DES MOINES,IA,50307,S,Y,76000,8.98,40,0,40
Yahong,Jette,M,269,1001504,BERRIEN CENTER,MI,49102,M,N,32500,3.9,0,6200,0
Abilio,Gradek,F,202,1006726,WASHINGTON,DC,20433,M,N,64000,9.0,0,2740,0
Leoan,Rela,M,702,1001542,LAS VEGAS,NV,89158,S,Y,67500,0.0,0,0,0
Bozena,Stricker,M,931,1002710,BOLIVAR,TN,38008,S,Y,92500,0.0,0,0,0
Alanoly,Gotoda,M,620,1002673,EMMETT,KS,66422,S,Y,17500,3.9916666,2250,0,2250
Hongyuan,Alsup,M,605,1015490,HAYTI,SD,57241,M,N,7500,0.0,0,0,0
Bluma,Cun,F,417,1002839,SAINT LOUIS,MO,63143,S,Y,69500,6.0,2100,0,1200
Yurii,Magniez,F,401,1012121,WEST WARWICK,RI,2893,S,Y,62000,0.0,0,0,0
Sugath,Feldmeier,M,251,1003497,SEMMES,AL,36575,S,Y,38500,5.0,1500,0,300
Averill,Straney,M,406,1011935,GARDINER,MT,59030,S,Y,85500,6.9,1900,0,1900
Krichnakumar,Bas,F,608,1002814,PORT EDWARDS,WI,54469,S,Y,7500,4.6,700,0,400
Kenta,Bisiani,M,618,1001056,VIRGINIA,IL,62691,M,N,33000,3.0,0,4000,0
Aris,Everling,F,907,1007112,SAVOONGA,AK,99769,M,N,42500,0.0,0,0,0
Josina,Diede,F,401,1010474,MANVILLE,RI,2838,S,Y,23000,0.0,0,0,0
Kosta,Chowdhary,M,808,1009682,LAHAINA,HI,96761,M,N,30500,6.5375,0,2080,0
Wallace,Braham,F,603,1016443,LYME,NH,3768,M,N,55000,0.0,0,0,0
Frederic,Loizou,M,304,1018986,THORPE,WV,24888,M,N,50000,5.8,0,4000,0
Tilo,Beoumes,M,808,1017911,PAHOA,HI,96778,S,Y,69000,8.25,1040,0,1040
Deepak,Moilanen,F,724,1001105,LEHIGH VALLEY,PA,18002,M,N,85500,3.07,0,0,0
Batoul,Smotrovs,F,715,1003081,ANIWA,WI,54408,S,Y,96500,6.123105,700,0,400
Endre,Doucet,F,808,1015968,LAWAI,HI,96765,M,N,64000,8.25,0,2080,0
Harlan,Weusten,M,413,1000501,CARVER,MA,2330,S,Y,69000,5.3,3575,0,1000
Christoper,Poon,F,601,1002465,INDIANOLA,MS,38751,S,N,77500,5.0,6000,0,0
Clarisse,Joseloff,F,318,1001999,SHREVEPORT,LA,71153,M,N,71500,6.0,0,9000,0
Kiochi,Marzurkiewicz,M,610,1000780,MOUNT PLEASANT,PA,15666,M,N,16500,3.07,0,0,0
Rajjan,Guerriero,M,812,1002767,BEDFORD,IN,47421,M,N,89000,3.4,0,2000,0
Kare,Merseguer,F,419,1000922,ZANESVILLE,OH,43702,S,Y,80000,3.2016153,1300,0,1300
Ananth,Lapid,M,410,1001553,HAGERSTOWN,MD,21741,M,N,27000,4.75,0,4800,0
Ottavia,Stamp,M,603,1006092,NEWBURY,NH,3255,M,N,82000,0.0,0,0,0
Eltefaat,Baayen,M,573,1003397,SLATER,MO,65349,S,Y,45500,6.0,2100,0,1200
Shakhar,Shihab,F,406,1008470,WINNETT,MT,59087,M,N,95000,6.9,0,3800,0
Radomir,Cheikhrouhou,M,434,1000375,WEST MCLEAN,VA,22103,S,Y,39000,5.75,900,0,900
Gururaj,Cassels,F,808,1005166,NAALEHU,HI,96772,M,N,31000,6.6276317,0,2080,0
Alia,D'Auria,F,360,1000069,TACOMA,WA,98493,S,Y,53000,0.0,0,0,0
Ramachenga,Tietavainen,M,775,1000810,SPARKS,NV,89431,M,Y,63000,0.0,0,0,0
Joep,Taneja,F,401,1017194,GLENDALE,RI,2826,S,Y,64500,0.0,0,0,0
Arnim,Salvaneschi,F,580,1002981,WEATHERFORD,OK,73096,S,Y,68000,6.25,1000,0,1000
Jianzhang,Feldmesser,F,808,1018154,PAPAALOA,HI,96780,M,N,8500,2.5717106,0,2080,0
Minghong,Lanzarone,F,907,1005203,WASILLA,AK,99629,M,N,44000,0.0,0,0,0
Duro,Chi,M,603,1007789,SWANZEY,NH,3446,S,Y,45500,0.0,0,0,0
Joze,Rivieres,F,701,1009800,FULLERTON,ND,58441,M,N,63000,2.4860218,0,6600,0
Anandeep,Juvin,F,251,1004378,MOBILE,AL,36616,M,N,24500,5.0,0,3000,0
Lusheng,Guimaraes,F,605,1013576,FREEMAN,SD,57029,M,N,45500,0.0,0,0,0
Toyohiko,Emelianov,F,559,1002184,KORBEL,CA,95550,S,Y,93000,9.3,87,0,272
Shantanu,Tischendorf,M,405,1006576,EARLSBORO,OK,74840,M,N,4500,2.7361112,0,2000,0
Janche,Trehel,M,406,1013168,KINSEY,MT,59338,S,Y,93500,6.9,1900,0,1900
Jeonghee,Courtenage,F,303,1004491,HOLYOKE,CO,80734,S,Y,3000,4.63,0,0,0
Hodong,Niehren,M,757,1001815,ELLISTON,VA,24087,S,Y,1000,2.0,900,0,900
Karpjoo,Togai,F,225,1001056,SHREVEPORT,LA,71151,M,N,39500,6.0,0,9000,0
Weiwei,Bals,F,562,1004782,PIERCY,CA,95587,S,N,43500,9.3,87,0,0
Keiichiro,Costake,F,401,1003103,ADAMSVILLE,RI,2801,M,N,9000,0.0,0,0,0
Souvik,Strnad,F,801,1006852,OREM,UT,84097,S,Y,66000,7.0,2475,0,2475
Rejane,Castellanos,F,910,1001386,MC LEANSVILLE,NC,27301,M,N,48000,6.7395105,0,6600,0
Mikito,Hagersten,F,970,1002526,WINTER PARK,CO,80482,M,N,52000,4.63,0,0,0
Roldolf,Strasen,F,559,1002470,BANGOR,CA,95914,S,Y,88500,9.3,87,0,272
Suman,Bergey,M,787,1008201,SAN JUAN,PR,939,S,Y,17000,0.0,0,0,0
Razvan,Woch,F,302,1011337,DOVER,DE,19901,S,Y,19000,3.1545453,110,0,110
Xianging,Wiel,F,864,1006034,MOORE,SC,29369,S,Y,30000,7.0,3300,0,3300
Taomas,Putfarken,M,808,1010760,PUKALANI,HI,96788,M,N,59500,8.25,0,2080,0
Bernardo,Vittorini,M,208,1000327,IRWIN,ID,83428,M,N,66500,7.8,0,6600,0
Shooying,Chock,M,316,1002234,HARVEYVILLE,KS,66431,M,N,84000,6.45,0,4500,0
Shibu,Mingo,M,918,1000732,OKLAHOMA CITY,OK,73109,S,Y,33000,6.25,1000,0,1000
Haiyan,Deringer,F,775,1006293,LAS VEGAS,NV,89115,M,N,51000,0.0,0,0,0
Markian,Blakeley,F,559,1005315,SAN DIEGO,CA,92130,M,N,81000,9.3,0,174,0
Neelam,Kogut,M,203,1006717,OLD GREENWICH,CT,6870,S,Y,5500,3.0,12750,0,0
Hariolf,Baudino,M,603,1016345,NORTH WOODSTOCK,NH,3262,M,N,44000,0.0,0,0,0
Celena,Dewar,F,636,1000056,COLUMBIA,MO,65212,S,Y,35500,6.0,2100,0,1200
Youji,Verloop,M,918,1000854,BOSWELL,OK,74727,S,Y,36500,6.25,1000,0,1000
Shuling,Marciano,M,251,1003281,FLORENCE,AL,35633,M,N,45500,5.0,0,3000,0
Juliet,BaronLaurie,M,701,1009758,RUGBY,ND,58368,M,N,30000,2.1034775,0,6600,0
Yurii,Cheiney,F,813,1000690,CLEARWATER,FL,33760,M,N,86500,0.0,0,0,0
Shigeichi,Kloeden,F,402,1000373,ORCHARD,NE,68764,M,N,58000,6.84,0,206,0
Petia,Gecsei,M,662,1000178,OKOLONA,MS,38860,M,N,500,3.0,0,12000,0
Allyson,Kasa,F,302,1018078,SEAFORD,DE,19973,S,Y,86500,5.95,110,0,110
Yanbing,Raza,F,410,1002865,ELLICOTT CITY,MD,21043,M,N,87000,4.75,0,4800,0
Jarrett,Chihara,F,704,1001956,HIGHLANDS,NC,28741,S,Y,75500,7.3164334,3300,0,3300
Kazimir,Schler,F,907,1015932,KASIGLUK,AK,99609,M,N,52500,0.0,0,0,0
Eirik,Miner,F,308,1001281,COLUMBUS,NE,68601,M,N,29500,6.84,0,206,0
Farzan,Ranganath,M,406,1016847,GALATA,MT,59444,S,Y,93000,6.9,1900,0,1900
Zarko,Hentze,M,620,1001322,WICHITA,KS,67278,M,N,92500,6.45,0,4500,0
Romuald,Bisseret,F,402,1009739,FILLEY,NE,68357,M,N,100000,6.84,0,206,0
Amarnath,Romero,F,508,1000159,LYNN,MA,1905,S,Y,85500,5.3,3575,0,1000
Anssi,Rosinski,F,202,1003468,WASHINGTON,DC,20549,M,N,54000,9.0,0,2740,0
Jutai,Kearns,M,309,1001709,SHEFFIELD,IL,61361,S,Y,89500,3.0,2000,0,2000
Eunsook,Kiyama,M,334,1002169,SELMA,AL,36702,M,N,41000,5.0,0,3000,0
Kiriakos,Mundy,M,907,1003360,ANCHORAGE,AK,99523,M,N,88000,0.0,0,0,0
Wojciech,Abarbanel,M,205,1003478,FLORENCE,AL,35634,S,Y,56500,5.0,1500,0,300
Chihei,Govert,F,775,1007323,LAS VEGAS,NV,89130,M,N,94500,0.0,0,0,0
Montserrat,Berend,F,787,1006473,PUERTO REAL,PR,740,S,Y,69500,0.0,0,0,0
Alireza,Smallbone,M,913,1003478,WICHITA,KS,67212,S,Y,10000,3.5,2250,0,2250
Arnould,Demleitner,F,515,1002492,WHAT CHEER,IA,50268,M,N,55000,8.65488,0,80,0
Guohong,Porotnikoff,M,808,1016353,OOKALA,HI,96774,M,N,13000,3.3828945,0,2080,0
Violaine,Radivojevic,M,262,1003393,BLENKER,WI,54415,M,N,83000,5.8885403,0,1400,0
Leendert,Zhiyi,M,804,1000713,NEW POINT,VA,23125,M,N,71000,5.75,0,1800,0
Fenghua,Sufrin,F,513,1000699,HOLGATE,OH,43527,M,N,27500,1.4588847,0,2600,0
Remmert,Castangia,F,605,1018113,MURDO,SD,57559,S,Y,74500,0.0,0,0,0
Alston,Herbster,M,661,1000228,SAN FRANCISCO,CA,94150,S,Y,52500,9.3,87,0,272
Wieland,Suchan,F,336,1000733,SHAWBORO,NC,27973,S,Y,9500,6.0,3300,0,3300
Ramya,Bly,M,706,1000691,GRAYSVILLE,GA,30726,S,N,73000,6.0,2700,0,0
Keijo,Maksimenko,M,425,1000993,SPOKANE,WA,99212,M,N,88000,0.0,0,0,0
Costantino,Pfau,F,701,1005659,SAINT JOHN,ND,58369,S,Y,42000,2.2425847,3300,0,3300
Zhu,Smail,M,262,1002922,HOLMEN,WI,54636,M,N,75000,5.7495394,0,1400,0
Alejandra,Loupy,M,253,1000729,BELLINGHAM,WA,98228,M,N,61500,0.0,0,0,0
Wafa,Patrick,F,337,1001176,PLAIN DEALING,LA,71064,M,N,18000,3.76,0,9000,0
Helen,Balluchi,F,401,1010940,CHEPACHET,RI,2814,S,Y,54000,0.0,0,0,0
Ragaa,Hatsagi,F,703,1000775,SPRINGFIELD,VA,22159,M,N,66500,5.75,0,1800,0
Abdelhakim,Been,F,740,1000642,BURGHILL,OH,44404,M,N,90000,3.533564,0,2600,0
Raewyn,Wynblatt,M,870,1000948,WEST HELENA,AR,72390,S,Y,49500,7.0,20,0,20
Gaelle,Rady,F,307,1005526,CLEARMONT,WY,82835,M,N,18500,0.0,0,0,0
Joobin,Brodal,F,641,1000670,POPEJOY,IA,50227,S,Y,1500,0.39566132,40,0,40
Joobin,Gronowski,F,615,1000052,COLUMBIA,TN,38401,S,Y,1000,0.0,0,0,0
Frits,Cabarrus,M,360,1002430,ANDERSON ISLAND,WA,98303,S,Y,18500,0.0,0,0,0
Changhwa,Henton,M,307,1016557,SMOOT,WY,83126,S,Y,83500,0.0,0,0,0
Filioppo,Fontaine,F,706,1000196,STATESBORO,GA,30461,S,Y,5500,4.8,2700,0,3000
Gady,Spitz,M,612,1002774,DETROIT LAKES,MN,56501,S,Y,71500,7.85,3300,0,3300
Masaki,Orengo,M,848,1000570,ZAREPHATH,NJ,8890,S,Y,78000,2.3147082,1000,0,1500
Adelheit,Boers,F,802,1010548,ADAMANT,VT,5640,S,Y,15000,3.6,3300,0,3300
Bernold,Strole,F,509,1003090,ONALASKA,WA,98570,M,Y,12000,0.0,0,0,0
Ramachendra,Birk,F,406,1003573,SHERIDAN,MT,59749,M,N,88000,6.9,0,3800,0
Marias,Shimojo,M,612,1001399,BROOKSTON,MN,55711,S,Y,97500,7.85,3300,0,3300
Augustus,Machine,M,802,1010674,BOMOSEEN,VT,5732,M,N,92500,4.845456,0,6600,0
Sait,Gahleitner,M,517,1003789,DAFTER,MI,49724,M,N,62000,3.9,0,6200,0
Mirjana,Hadad,M,410,1000624,BALTIMORE,MD,21288,S,Y,50500,4.75,2400,0,2400
Feng,Gust,F,208,1011978,SAGLE,ID,83860,S,Y,47500,7.8,3300,0,3300
Kasturi,Ludovice,M,302,1009060,FREDERICA,DE,19946,M,N,36500,4.347727,0,220,0
Verlynda,Beilin,F,603,1014616,HAVERHILL,NH,3765,S,Y,74000,0.0,0,0,0
Saad,Schenk,M,918,1003528,BOLEY,OK,74829,S,Y,21500,6.25,1000,0,1000
Eldad,Nanadikar,M,307,1005493,WHEATLAND,WY,82201,S,Y,7000,0.0,0,0,0
Lorant,Luckhardt,F,623,1003053,PHOENIX,AZ,85053,S,Y,91000,4.1254997,2100,0,2300
Ferdi,Orgass,M,940,1000169,KENNARD,TX,75847,S,Y,19500,0.0,0,0,0
Narjes,Kinsner,F,619,1000044,LODI,CA,95241,M,N,88000,9.3,0,174,0
Srivas,Schumaker,M,810,1000606,VANDALIA,MI,49095,S,Y,56000,3.9,3100,0,3100
Joaquin,Roure,M,914,1000398,NEW YORK,NY,10169,M,N,97500,4.518445,0,0,0
Liangjie,Tretkoff,M,631,1001519,ROCHESTER,NY,14617,S,N,65500,4.3330793,0,0,0
Chunguang,Boksenbaum,F,812,1004091,BENTONVILLE,IN,47322,M,N,56000,3.4,0,2000,0
Kinya,Strooper,F,862,1001540,TRENTON,NJ,8625,S,Y,24000,1.4630833,1000,0,1500
Baile,Lvov,F,870,1006216,OZONE,AR,72854,M,N,48500,7.0,0,40,0
Aahok,Kerchoff,F,631,1000653,BERNHARDS BAY,NY,13028,S,Y,94500,4.501067,0,0,1000
Raj,Chung,M,406,1002443,CHESTER,MT,59522,S,Y,9000,4.4077587,1900,0,1900
Rattasit,Sindoni,M,307,1002873,CODY,WY,82414,M,N,33500,0.0,0,0,0
Gwenole,Luef,M,985,1000263,SAINT JAMES,LA,70086,M,Y,17000,3.44,0,9000,1000
Zuzana,Argamon,F,503,1005599,TRAIL,OR,97541,S,Y,38000,9.0,159,0,159
Janell,Nannarelli,M,206,1002524,EVERETT,WA,98207,S,Y,61000,0.0,0,0,0
Meurig,Leemeijer,M,505,1005062,SAN ANTONIO,NM,87832,S,Y,24000,5.3,3300,0,3300
Abigail,Malhis,F,339,1002520,LANESBORO,MA,1237,S,Y,59500,5.3,3575,0,1000
Anna,Brotman,F,907,1010363,FAIRBANKS,AK,99710,S,Y,97000,0.0,0,0,0
Catuscia,Ermakov,F,802,1001916,PEACHAM,VT,5862,S,Y,7500,3.6,3300,0,3300
Shiroteru,Rachid,F,719,1000558,DENVER,CO,80299,S,Y,82000,4.63,0,0,0
Hikaru,Tobin,F,804,1002647,KESWICK,VA,22947,S,Y,59500,5.75,900,0,900
Rafiul,Grdy,F,267,1000971,MOUNTVILLE,PA,17554,S,Y,40000,3.07,0,0,0
Rajnish,Murro,F,774,1000958,THREE RIVERS,MA,1080,M,N,58000,5.3,0,7150,0
Antonin,Cunliffe,F,401,1002269,PROVIDENCE,RI,2901,M,N,72000,0.0,0,0,0
Aahok,Kerchoff,F,978,1001769,LEXINGTON,MA,2420,S,Y,12000,5.3,3575,0,1000
Yoshito,McClurg,F,701,1007382,BUXTON,ND,58218,S,Y,83500,2.7236629,3300,0,3300
Andrei,Talwar,F,920,1003077,VESPER,WI,54489,S,Y,20000,4.7939067,700,0,400
Catholijn,Rosin,F,501,1004413,GREEN FOREST,AR,72638,S,Y,22500,5.565794,20,0,20
Asbjorn,Colnari,F,541,1005963,MONUMENT,OR,97864,S,Y,20000,9.0,159,0,159
Salam,Salvaneschi,M,580,1000837,STILLWATER,OK,74074,S,Y,4500,2.7361112,1000,0,1000
Ashutosh,Tavangarian,M,828,1001501,CEDAR GROVE,NC,27231,M,N,44500,6.666084,0,6600,0
Grigory,Simovici,F,256,1002164,MILLERVILLE,AL,36267,M,N,57500,5.0,0,3000,0
Shahadat,Kirkgoze,M,980,1000365,GREENSBORO,NC,27403,M,N,53500,6.854895,0,6600,0
Wanlei,Din,M,712,1004303,CAMBRIDGE,IA,50046,M,N,71500,8.98,0,80,0
Mouloud,Plesow,F,985,1001130,NEW ORLEANS,LA,70115,S,Y,57500,6.0,4500,0,1000
Ando,Poncino,M,702,1010260,LAS VEGAS,NV,89185,S,N,76000,0.0,0,0,0
Ann,Appelfeller,M,401,1011704,HARRISVILLE,RI,2830,M,N,43500,0.0,0,0,0
Goodwin,Ohhara,F,505,1000283,CARSON,NM,87517,M,N,76000,5.3,0,6600,0
Ludwig,Stavenow,M,205,1001132,GILBERTOWN,AL,36908,S,Y,1000,2.6,1500,0,300
Yacoub,Casley,M,702,1004599,LAS VEGAS,NV,89120,M,N,10000,0.0,0,0,0
Jinkun,Dinsenmeyer,F,601,1001710,ENTERPRISE,MS,39330,M,N,76000,5.0,0,12000,0
Petru,Raney,M,208,1001885,TWIN FALLS,ID,83301,M,N,44000,7.8,0,6600,0
Stella,Heydari,F,515,1000887,LISCOMB,IA,50148,S,Y,18500,3.0200863,40,0,40
Gwendal,Shreve,F,678,1000465,FORT STEWART,GA,31314,S,Y,99500,6.0,2700,0,3000
Torleiv,Gitler,M,207,1005598,BRUNSWICK,ME,4011,M,N,69500,8.5,0,5700,0
Rajaraman,Iwadera,M,504,1001529,MONROE,LA,71207,S,Y,71000,6.0,4500,0,1000
Jint,Bergamini,M,401,1019466,WOONSOCKET,RI,2895,S,Y,49000,0.0,0,0,0
Sergio,Desautels,F,512,1000934,HOUSTON,TX,77021,S,Y,12500,0.0,0,0,0
Karthikeyan,Veillon,F,432,1000483,LA PORTE,TX,77572,M,N,48000,0.0,0,0,0
Tapani,Koprowski,M,336,1000377,SMYRNA,NC,28579,M,N,60500,7.001748,0,6600,0
Wilko,Bouloucos,M,305,1000249,APOPKA,FL,32703,S,Y,21000,0.0,0,0,0
Sameet,Kouzes,M,304,1005788,CHARLTON HEIGHTS,WV,25040,M,N,71500,6.5,0,4000,0
Misako,Kalefeld,F,507,1000734,RACINE,MN,55967,S,Y,78500,7.85,3300,0,3300
Bernt,Stata,F,701,1012644,FLASHER,ND,58535,S,Y,68000,2.543983,3300,0,3300
Moonhang,McClure,M,203,1008418,DAYVILLE,CT,6241,M,N,19500,5.0,0,24500,0
Venkateswarlu,Christinaz,F,225,1000700,SHREVEPORT,LA,71109,M,N,57500,6.0,0,9000,0
Ardie,Biss,M,860,1009007,BROAD BROOK,CT,6016,S,Y,66000,5.0,12750,0,0
Peta,Dan,F,405,1006815,ROLAND,OK,74954,S,Y,27000,6.25,1000,0,1000
Joscha,Wrzyszcz,M,939,1008886,CAROLINA,PR,979,M,N,56000,0.0,0,0,0
Lorene,Hemmerling,M,970,1004911,AURORA,CO,80017,S,Y,19500,4.63,0,0,0
Roel,Dulin,F,304,1009145,EXCHANGE,WV,26619,M,N,37000,4.8900003,0,4000,0
Changsheng,Aretz,F,520,1000171,STANFIELD,AZ,85272,M,N,76500,3.90075,0,4200,0
Corine,Donjerkovic,F,605,1018893,RAPID CITY,SD,57702,M,N,42000,0.0,0,0,0
Youpyo,Sherertz,F,336,1002104,INDIAN TRAIL,NC,28079,S,Y,54500,6.875874,3300,0,3300
Asgeir,Eakins,M,520,1002867,TUBAC,AZ,85646,S,Y,98000,4.234,2100,0,2300
Tessa,Schaul,F,802,1019014,BRIDGEWATER CORNERS,VT,5035,M,N,97000,4.9349856,0,6600,0
Yana,Kubiatowicz,F,701,1004008,BELCOURT,ND,58316,S,Y,75000,2.6251287,3300,0,3300
Zigmantas,Givens,F,505,1008847,TUCUMCARI,NM,88401,S,Y,9500,3.0714288,3300,0,3300
Norris,Uchoa,F,256,1000329,SHORTERVILLE,AL,36373,M,N,44500,5.0,0,3000,0
Bevan,Fontet,F,561,1000906,MIAMI,FL,33155,S,Y,78000,0.0,0,0,0
Takio,Hoogewijs,F,503,1002521,NORTH PLAINS,OR,97133,M,N,72500,9.0,0,318,0
Gillermo,Lugannani,F,774,1001662,PITTSFIELD,MA,1203,S,Y,78500,5.3,3575,0,1000
Sherif,Demiris,F,610,1000506,STRONGSTOWN,PA,15957,S,Y,17500,3.07,0,0,0
Lon,Quimby,M,843,1001017,PIEDMONT,SC,29673,S,Y,70000,7.0,3300,0,3300
Parke,Blustein,F,401,1017983,NORTH KINGSTOWN,RI,2852,S,Y,78000,0.0,0,0,0
Daya,Spauster,F,586,1001406,APPLEGATE,MI,48401,S,Y,24500,3.9,3100,0,3100
Nobuaki,Karsai,F,720,1003722,BRIGHTON,CO,80601,M,N,41000,4.63,0,0,0
Jyhyeung,Zeltzer,F,253,1002241,METHOW,WA,98834,M,Y,36500,0.0,0,0,0
Wernhuar,Ingemarson,M,939,1007615,AGUADILLA,PR,605,M,N,41500,0.0,0,0,0
Mirjana,Maehle,M,804,1000019,HILTONS,VA,24258,S,Y,99500,5.75,900,0,900
Wasim,Reinhard,M,920,1001807,ELLSWORTH,WI,54011,S,Y,9000,4.60278,700,0,400
Trudi,Kheirbek,F,802,1019224,SPRINGFIELD,VT,5156,M,N,30000,3.6019895,0,6600,0
Tahsin,Baby,F,571,1002432,POQUOSON,VA,23662,S,Y,50500,5.75,900,0,900
Jui,Daya,F,505,1012092,TAIBAN,NM,88134,S,Y,6000,1.8714286,3300,0,3300
Umberto,Jaynes,F,802,1007439,PUTNEY,VT,5346,S,Y,23500,3.6,3300,0,3300
Lan,Chakroborty,F,217,1000934,FILLMORE,IL,62032,S,Y,86500,3.0,2000,0,2000
Thaddeus,Forne,M,303,1003353,AVON,CO,81620,M,N,86500,4.63,0,0,0
Reimund,Obradovich,M,308,1006949,ELKHORN,NE,68022,S,Y,29500,6.84,103,0,103
Shrinivas,Eichenberger,M,720,1005339,COLORADO SPRINGS,CO,80935,S,Y,34000,4.63,0,0,0
Yiorgos,Froberg,F,801,1000269,SALT LAKE CITY,UT,84148,M,N,51500,7.0,0,4950,0
Onur,Kutylowski,M,808,1004606,PAPAALOA,HI,96780,S,Y,56000,8.25,1040,0,1040
Anwar,Tzafestas,M,701,1010640,MINOT,ND,58703,M,N,60000,2.451245,0,6600,0
Kensaku,Bottoni,F,205,1002001,BIRMINGHAM,AL,35226,M,N,2500,4.4,0,3000,0
Theodor,Machlin,F,808,1016447,WAIANAE,HI,96792,M,N,500,1.4,0,2080,0
ChingYen,Tohma,M,205,1004136,DAPHNE,AL,36526,S,Y,6000,5.0,1500,0,300
Ester,Angeleri,F,641,1002935,FORT DODGE,IA,50501,M,N,88000,8.98,0,80,0
Jussi,Dundas,F,701,1000729,KARLSRUHE,ND,58744,M,N,33000,2.1382544,0,6600,0
Makiki,Derochette,M,304,1017953,LINDSIDE,WV,24951,S,Y,50500,5.835,2000,0,2000
Ewan,Hausser,F,605,1017080,BLUNT,SD,57522,M,N,22500,0.0,0,0,0
Mildred,Paseman,M,731,1001291,COOKEVILLE,TN,38501,S,Y,18500,0.0,0,0,0
Peiyti,Aigrain,M,307,1009382,GILLETTE,WY,82717,M,N,20000,0.0,0,0,0
Catharine,Eskicioglu,M,307,1001446,CASPER,WY,82602,S,Y,65000,0.0,0,0,0
Nguyen,Romero,M,605,1013017,SIOUX FALLS,SD,57101,M,N,18500,0.0,0,0,0
Kare,Merseguer,F,206,1001446,MOUNT VERNON,WA,98274,M,N,17000,0.0,0,0,0
Gajendra,Stranks,M,757,1002761,LYNCHBURG,VA,24505,S,Y,79000,5.75,900,0,900
Dechang,Laakso,F,435,1005066,LEWISTON,UT,84320,M,N,95500,7.0,0,4950,0
Kazuhiko,Kuiper,M,316,1005047,TOPEKA,KS,66629,S,Y,82500,6.45,2250,0,2250
Chikara,Crvenkovic,F,662,1001951,GAUTIER,MS,39553,S,Y,43500,5.0,6000,0,1500
Jeffery,Rosenblad,M,401,1021249,BARRINGTON,RI,2806,S,Y,41000,0.0,0,0,0
Guan,Vasconcelos,F,979,1000720,BROWNSVILLE,TX,78522,M,N,91500,0.0,0,0,0
Gur,McCloskey,M,229,1001203,ARABI,GA,31712,M,N,71500,6.0,0,5400,0
Chunhong,Panadiwal,F,814,1001453,ROULETTE,PA,16746,M,N,69000,3.07,0,0,0
Photios,Cecil,F,281,1000153,SPRING,TX,77389,S,Y,82500,0.0,0,0,0
Chunguang,Pinheiro,F,207,1011033,WATERFORD,ME,4088,S,Y,15000,6.9580293,2850,0,2850
Anette,Deringer,M,939,1000174,TOA BAJA,PR,951,M,Y,78000,0.0,0,0,0
Souvik,Rego,F,551,1001219,LEONIA,NJ,7605,M,N,86500,2.4487605,0,2000,0
Elisabeth,Mashey,F,417,1002612,JASPER,MO,64755,S,Y,55000,6.0,2100,0,1200
Ejan,Fushchich,M,785,1002908,PARSONS,KS,67357,S,Y,44500,6.45,2250,0,2250
Eiki,Langkilde,M,505,1010873,NAGEEZI,NM,87037,S,Y,80000,5.3,3300,0,3300
Whitfield,Bratvold,M,505,1018061,ANGEL FIRE,NM,87710,S,Y,22500,5.3,3300,0,3300
Eskil,Meinel,M,979,1000068,HOUSTON,TX,77244,M,N,57500,0.0,0,0,0
Bongki,Take,M,605,1015019,CLEAR LAKE,SD,57226,S,Y,6000,0.0,0,0,0
Greet,Gunthor,F,480,1000819,WENDEN,AZ,85357,S,N,84500,4.0247498,2100,0,0
Sharon,Lepape,F,802,1017876,WARDSBORO,VT,5355,S,Y,38000,3.7611532,3300,0,3300
Mujdat,Sundareshan,M,308,1001362,HASTINGS,NE,68901,S,Y,18500,5.4192533,103,0,103
Fintan,Broomell,F,414,1002319,NEKOOSA,WI,54457,S,Y,35500,5.063221,700,0,400
Susanne,Poot,M,802,1016177,BENNINGTON,VT,5201,M,N,4500,3.6,0,6600,0
